,comment,currency,amount,text_length,text_wordcount,tokenized_comment,token_lem,token_pstem,cleaned_lem,cleaned_pstem,cluster,x0,x1,cluster1,x0_1,x1_1
392,God bless 🙏🏻,SGD,5000,12.0,3.0,"['god', 'bless']","['god', 'bless']","['god', 'bless']",god bless,god bless,0,-0.06620955010488776,0.10126762591013745,2,-0.2292608477614047,0.6449810431245052
395,Manidhar - may god give you strength and will power to overcome this situation.,SGD,5000,79.0,14.0,"['manidhar', 'may', 'god', 'give', 'you', 'strength', 'and', 'will', 'power', 'to', 'overcome', 'this', 'situation']","['manidhar', 'may', 'god', 'give', 'you', 'strength', 'and', 'will', 'power', 'to', 'overcome', 'this', 'situation']","['manidhar', 'may', 'god', 'give', 'you', 'strength', 'and', 'will', 'power', 'to', 'overcom', 'thi', 'situat']",manidhar may god give you strength and will power to overcome this situation,manidhar may god give you strength and will power to overcom thi situat,0,-0.059322896763335825,-0.0007083823561447136,2,-0.18389146709701135,0.45828256872999495
422,May the Lord bless you. May you recover and bless others in future through acts of service or in kind.,SGD,25000,102.0,20.0,"['may', 'the', 'lord', 'bless', 'you', 'may', 'you', 'recover', 'and', 'bless', 'others', 'in', 'future', 'through', 'acts', 'of', 'service', 'or', 'in', 'kind']","['may', 'the', 'lord', 'bless', 'you', 'may', 'you', 'recover', 'and', 'bless', 'others', 'in', 'future', 'through', 'act', 'of', 'service', 'or', 'in', 'kind']","['may', 'the', 'lord', 'bless', 'you', 'may', 'you', 'recov', 'and', 'bless', 'other', 'in', 'futur', 'through', 'act', 'of', 'servic', 'or', 'in', 'kind']",may the lord bless you may you recover and bless others in future through act of service or in kind,may the lord bless you may you recov and bless other in futur through act of servic or in kind,0,-0.084979383331602,0.0519227569652352,2,-0.29169723916933576,0.7086249151295073
429,I donated because we humans must help each other in times of difficulty. I pray the little boy recovers completely without suffering much. God Bless!,SGD,30000,149.0,25.0,"['i', 'donated', 'because', 'we', 'humans', 'must', 'help', 'each', 'other', 'in', 'times', 'of', 'difficulty', 'i', 'pray', 'the', 'little', 'boy', 'recovers', 'completely', 'without', 'suffering', 'much', 'god', 'bless']","['i', 'donated', 'because', 'we', 'human', 'must', 'help', 'each', 'other', 'in', 'time', 'of', 'difficulty', 'i', 'pray', 'the', 'little', 'boy', 'recovers', 'completely', 'without', 'suffering', 'much', 'god', 'bless']","['i', 'donat', 'becaus', 'we', 'human', 'must', 'help', 'each', 'other', 'in', 'time', 'of', 'difficulti', 'i', 'pray', 'the', 'littl', 'boy', 'recov', 'complet', 'without', 'suffer', 'much', 'god', 'bless']",i donated because we human must help each other in time of difficulty i pray the little boy recovers completely without suffering much god bless,i donat becaus we human must help each other in time of difficulti i pray the littl boy recov complet without suffer much god bless,0,-0.05543476862798611,0.04897856671213213,2,-0.178202849706077,0.9208817024461771
444,God has blessed me to bless others,SGD,10000,34.0,7.0,"['god', 'has', 'blessed', 'me', 'to', 'bless', 'others']","['god', 'ha', 'blessed', 'me', 'to', 'bless', 'others']","['god', 'ha', 'bless', 'me', 'to', 'bless', 'other']",god ha blessed me to bless others,god ha bless me to bless other,0,-0.07865129874897621,0.005042588382567684,2,-0.24234324469726,0.3807482228605066
510,I wish the family can reunited together and enjoy more family ties and time and my hearts and prayer for you. May God bless and heal you and speedy recovery,SGD,10000,156.0,30.0,"['i', 'wish', 'the', 'family', 'can', 'reunited', 'together', 'and', 'enjoy', 'more', 'family', 'ties', 'and', 'time', 'and', 'my', 'hearts', 'and', 'prayer', 'for', 'you', 'may', 'god', 'bless', 'and', 'heal', 'you', 'and', 'speedy', 'recovery']","['i', 'wish', 'the', 'family', 'can', 'reunited', 'together', 'and', 'enjoy', 'more', 'family', 'tie', 'and', 'time', 'and', 'my', 'heart', 'and', 'prayer', 'for', 'you', 'may', 'god', 'bless', 'and', 'heal', 'you', 'and', 'speedy', 'recovery']","['i', 'wish', 'the', 'famili', 'can', 'reunit', 'togeth', 'and', 'enjoy', 'more', 'famili', 'tie', 'and', 'time', 'and', 'my', 'heart', 'and', 'prayer', 'for', 'you', 'may', 'god', 'bless', 'and', 'heal', 'you', 'and', 'speedi', 'recoveri']",i wish the family can reunited together and enjoy more family tie and time and my heart and prayer for you may god bless and heal you and speedy recovery,i wish the famili can reunit togeth and enjoy more famili tie and time and my heart and prayer for you may god bless and heal you and speedi recoveri,3,-0.11630484221258525,0.4453102581542323,2,-0.6297215301306269,2.8925662678056394
518,"I have been in a similar situation and know that a helping hand, however small, means a lot to the donees. God bless the child!",SGD,50000,127.0,25.0,"['i', 'have', 'been', 'in', 'a', 'similar', 'situation', 'and', 'know', 'that', 'a', 'helping', 'hand', 'however', 'small', 'means', 'a', 'lot', 'to', 'the', 'donees', 'god', 'bless', 'the', 'child']","['i', 'have', 'been', 'in', 'a', 'similar', 'situation', 'and', 'know', 'that', 'a', 'helping', 'hand', 'however', 'small', 'mean', 'a', 'lot', 'to', 'the', 'donee', 'god', 'bless', 'the', 'child']","['i', 'have', 'been', 'in', 'a', 'similar', 'situat', 'and', 'know', 'that', 'a', 'help', 'hand', 'howev', 'small', 'mean', 'a', 'lot', 'to', 'the', 'done', 'god', 'bless', 'the', 'child']",i have been in a similar situation and know that a helping hand however small mean a lot to the donee god bless the child,i have been in a similar situat and know that a help hand howev small mean a lot to the done god bless the child,0,-0.08297131738014149,0.0304985987522211,2,-0.2992199684019908,0.7548258637556355
530,"Father God, we humbly pray for chee mun who are fighting Pheochromocytoma .Give him the hope and courage him need each day.Comfort him in his pain and bless him with healing.Strengthen his family,friends,and caregivers.In Jesus’ name,Amen!",SGD,5400,239.0,36.0,"['father', 'god', 'we', 'humbly', 'pray', 'for', 'chee', 'mun', 'who', 'are', 'fighting', 'pheochromocytoma', 'give', 'him', 'the', 'hope', 'and', 'courage', 'him', 'need', 'each', 'day', 'comfort', 'him', 'in', 'his', 'pain', 'and', 'bless', 'him', 'with', 'healing', 'strengthen', 'his', 'family', 'friends', 'and', 'caregivers', 'in', 'jesus', 'name', 'amen']","['father', 'god', 'we', 'humbly', 'pray', 'for', 'chee', 'mun', 'who', 'are', 'fighting', 'pheochromocytoma', 'give', 'him', 'the', 'hope', 'and', 'courage', 'him', 'need', 'each', 'day', 'comfort', 'him', 'in', 'his', 'pain', 'and', 'bless', 'him', 'with', 'healing', 'strengthen', 'his', 'family', 'friend', 'and', 'caregiver', 'in', 'jesus', 'name', 'amen']","['father', 'god', 'we', 'humbl', 'pray', 'for', 'chee', 'mun', 'who', 'are', 'fight', 'pheochromocytoma', 'give', 'him', 'the', 'hope', 'and', 'courag', 'him', 'need', 'each', 'day', 'comfort', 'him', 'in', 'hi', 'pain', 'and', 'bless', 'him', 'with', 'heal', 'strengthen', 'hi', 'famili', 'friend', 'and', 'caregiv', 'in', 'jesu', 'name', 'amen']",father god we humbly pray for chee mun who are fighting pheochromocytoma give him the hope and courage him need each day comfort him in his pain and bless him with healing strengthen his family friend and caregiver in jesus name amen,father god we humbl pray for chee mun who are fight pheochromocytoma give him the hope and courag him need each day comfort him in hi pain and bless him with heal strengthen hi famili friend and caregiv in jesu name amen,0,-0.09658340156385702,-0.05952355669576842,2,-0.3528119001157962,0.7087021571078693
540,I donated this because i sympathy on his current condition and hope he can recover soon. God bless him.,SGD,5000,103.0,19.0,"['i', 'donated', 'this', 'because', 'i', 'sympathy', 'on', 'his', 'current', 'condition', 'and', 'hope', 'he', 'can', 'recover', 'soon', 'god', 'bless', 'him']","['i', 'donated', 'this', 'because', 'i', 'sympathy', 'on', 'his', 'current', 'condition', 'and', 'hope', 'he', 'can', 'recover', 'soon', 'god', 'bless', 'him']","['i', 'donat', 'thi', 'becaus', 'i', 'sympathi', 'on', 'hi', 'current', 'condit', 'and', 'hope', 'he', 'can', 'recov', 'soon', 'god', 'bless', 'him']",i donated this because i sympathy on his current condition and hope he can recover soon god bless him,i donat thi becaus i sympathi on hi current condit and hope he can recov soon god bless him,0,-0.07976178972198442,0.16295535996207644,2,-0.22581275188916508,0.7053920456695961
565,"God bless the work of your hands. Feed, teach, love the children!",SGD,10000,65.0,12.0,"['god', 'bless', 'the', 'work', 'of', 'your', 'hands', 'feed', 'teach', 'love', 'the', 'children']","['god', 'bless', 'the', 'work', 'of', 'your', 'hand', 'feed', 'teach', 'love', 'the', 'child']","['god', 'bless', 'the', 'work', 'of', 'your', 'hand', 'feed', 'teach', 'love', 'the', 'children']",god bless the work of your hand feed teach love the child,god bless the work of your hand feed teach love the children,0,-0.08544668318969725,0.051605441603837,2,-0.2737939293307888,0.733322870723683
571,It is a blessing to give and to help those in need. God bless each of them and pray for their good health and well-being.,SGD,40000,121.0,25.0,"['it', 'is', 'a', 'blessing', 'to', 'give', 'and', 'to', 'help', 'those', 'in', 'need', 'god', 'bless', 'each', 'of', 'them', 'and', 'pray', 'for', 'their', 'good', 'health', 'and', 'well', 'being']","['it', 'is', 'a', 'blessing', 'to', 'give', 'and', 'to', 'help', 'those', 'in', 'need', 'god', 'bless', 'each', 'of', 'them', 'and', 'pray', 'for', 'their', 'good', 'health', 'and', 'well', 'being']","['it', 'is', 'a', 'bless', 'to', 'give', 'and', 'to', 'help', 'those', 'in', 'need', 'god', 'bless', 'each', 'of', 'them', 'and', 'pray', 'for', 'their', 'good', 'health', 'and', 'well', 'be']",it is a blessing to give and to help those in need god bless each of them and pray for their good health and well being,it is a bless to give and to help those in need god bless each of them and pray for their good health and well be,0,0.04702653657256739,-0.03746784145740265,2,0.16377955270584718,0.793087308241143
585,My heart goes out to this sweet child and his family. May god bless him with good health. Please don’t lose hope. Our prayers are with little Manidhar!,SGD,50000,151.0,28.0,"['my', 'heart', 'goes', 'out', 'to', 'this', 'sweet', 'child', 'and', 'his', 'family', 'may', 'god', 'bless', 'him', 'with', 'good', 'health', 'please', 'don', 't', 'lose', 'hope', 'our', 'prayers', 'are', 'with', 'little', 'manidhar']","['my', 'heart', 'go', 'out', 'to', 'this', 'sweet', 'child', 'and', 'his', 'family', 'may', 'god', 'bless', 'him', 'with', 'good', 'health', 'please', 'don', 't', 'lose', 'hope', 'our', 'prayer', 'are', 'with', 'little', 'manidhar']","['my', 'heart', 'goe', 'out', 'to', 'thi', 'sweet', 'child', 'and', 'hi', 'famili', 'may', 'god', 'bless', 'him', 'with', 'good', 'health', 'pleas', 'don', 't', 'lose', 'hope', 'our', 'prayer', 'are', 'with', 'littl', 'manidhar']",my heart go out to this sweet child and his family may god bless him with good health please don t lose hope our prayer are with little manidhar,my heart goe out to thi sweet child and hi famili may god bless him with good health pleas don t lose hope our prayer are with littl manidhar,0,-0.07917284270362823,0.03322418065938376,2,-0.31956619686758797,1.431153563656665
588,It is a blessing to give when there is a need. Pray for her recovery. God bless her and her loved ones.,SGD,25000,103.0,22.0,"['it', 'is', 'a', 'blessing', 'to', 'give', 'when', 'there', 'is', 'a', 'need', 'pray', 'for', 'her', 'recovery', 'god', 'bless', 'her', 'and', 'her', 'loved', 'ones']","['it', 'is', 'a', 'blessing', 'to', 'give', 'when', 'there', 'is', 'a', 'need', 'pray', 'for', 'her', 'recovery', 'god', 'bless', 'her', 'and', 'her', 'loved', 'one']","['it', 'is', 'a', 'bless', 'to', 'give', 'when', 'there', 'is', 'a', 'need', 'pray', 'for', 'her', 'recoveri', 'god', 'bless', 'her', 'and', 'her', 'love', 'one']",it is a blessing to give when there is a need pray for her recovery god bless her and her loved one,it is a bless to give when there is a need pray for her recoveri god bless her and her love one,0,-0.11609031735469179,0.12308104974737981,2,-0.3971052318897533,1.2173263887600063
669,God bless Norman and I hope you would be able to undergo surgery,SGD,10000,64.0,13.0,"['god', 'bless', 'norman', 'and', 'i', 'hope', 'you', 'would', 'be', 'able', 'to', 'undergo', 'surgery']","['god', 'bless', 'norman', 'and', 'i', 'hope', 'you', 'would', 'be', 'able', 'to', 'undergo', 'surgery']","['god', 'bless', 'norman', 'and', 'i', 'hope', 'you', 'would', 'be', 'abl', 'to', 'undergo', 'surgeri']",god bless norman and i hope you would be able to undergo surgery,god bless norman and i hope you would be abl to undergo surgeri,0,-0.07270717045780142,0.060104883056051016,2,-0.2623916255093452,0.6572472143094906
697,"You are saving lives. Giving second chances. Filling hungry tummies. Making  tails wag in happiness. 
May almighty Allah bless you with the strength and support you need to continue the beautiful work you are doing.",USD,2000,215.0,36.0,"['you', 'are', 'saving', 'lives', 'giving', 'second', 'chances', 'filling', 'hungry', 'tummies', 'making', 'tails', 'wag', 'in', 'happiness', 'may', 'almighty', 'allah', 'bless', 'you', 'with', 'the', 'strength', 'and', 'support', 'you', 'need', 'to', 'continue', 'the', 'beautiful', 'work', 'you', 'are', 'doing']","['you', 'are', 'saving', 'life', 'giving', 'second', 'chance', 'filling', 'hungry', 'tummy', 'making', 'tail', 'wag', 'in', 'happiness', 'may', 'almighty', 'allah', 'bless', 'you', 'with', 'the', 'strength', 'and', 'support', 'you', 'need', 'to', 'continue', 'the', 'beautiful', 'work', 'you', 'are', 'doing']","['you', 'are', 'save', 'live', 'give', 'second', 'chanc', 'fill', 'hungri', 'tummi', 'make', 'tail', 'wag', 'in', 'happi', 'may', 'almighti', 'allah', 'bless', 'you', 'with', 'the', 'strength', 'and', 'support', 'you', 'need', 'to', 'continu', 'the', 'beauti', 'work', 'you', 'are', 'do']",you are saving life giving second chance filling hungry tummy making tail wag in happiness may almighty allah bless you with the strength and support you need to continue the beautiful work you are doing,you are save live give second chanc fill hungri tummi make tail wag in happi may almighti allah bless you with the strength and support you need to continu the beauti work you are do,0,-0.11503383209641659,-0.12001696265221001,2,-0.37949102827455217,0.11698053500258525
704,"Donated on behalf of Veralyn Kow Yuan Hui and Valdrien Kow Yuan Guo.

Learn to give to help someone when needed.

May God blessed Alex a Miracle Speedy Recovery 🙏",SGD,5000,162.0,28.0,"['donated', 'on', 'behalf', 'of', 'veralyn', 'kow', 'yuan', 'hui', 'and', 'valdrien', 'kow', 'yuan', 'guo', 'learn', 'to', 'give', 'to', 'help', 'someone', 'when', 'needed', 'may', 'god', 'blessed', 'alex', 'a', 'miracle', 'speedy', 'recovery']","['donated', 'on', 'behalf', 'of', 'veralyn', 'kow', 'yuan', 'hui', 'and', 'valdrien', 'kow', 'yuan', 'guo', 'learn', 'to', 'give', 'to', 'help', 'someone', 'when', 'needed', 'may', 'god', 'blessed', 'alex', 'a', 'miracle', 'speedy', 'recovery']","['donat', 'on', 'behalf', 'of', 'veralyn', 'kow', 'yuan', 'hui', 'and', 'valdrien', 'kow', 'yuan', 'guo', 'learn', 'to', 'give', 'to', 'help', 'someon', 'when', 'need', 'may', 'god', 'bless', 'alex', 'a', 'miracl', 'speedi', 'recoveri']",donated on behalf of veralyn kow yuan hui and valdrien kow yuan guo learn to give to help someone when needed may god blessed alex a miracle speedy recovery,donat on behalf of veralyn kow yuan hui and valdrien kow yuan guo learn to give to help someon when need may god bless alex a miracl speedi recoveri,3,-0.11684825982402848,0.4090016157411081,2,-0.4589658471286491,1.672081446204198
709,"All the best, and god bless.",SGD,2000,28.0,6.0,"['all', 'the', 'best', 'and', 'god', 'bless']","['all', 'the', 'best', 'and', 'god', 'bless']","['all', 'the', 'best', 'and', 'god', 'bless']",all the best and god bless,all the best and god bless,0,-0.06871581111766412,0.08184634657951129,2,-0.23249554080603313,0.6379443921041499
762,I read about Alex's most unfortunate circumstances. The medical bills will surely mount and his family has to be taken care of. I wish him a speedy recovery. God bless.,SGD,3000,168.0,30.0,"['i', 'read', 'about', 'alex', 's', 'most', 'unfortunate', 'circumstances', 'the', 'medical', 'bills', 'will', 'surely', 'mount', 'and', 'his', 'family', 'has', 'to', 'be', 'taken', 'care', 'of', 'i', 'wish', 'him', 'a', 'speedy', 'recovery', 'god', 'bless']","['i', 'read', 'about', 'alex', 's', 'most', 'unfortunate', 'circumstance', 'the', 'medical', 'bill', 'will', 'surely', 'mount', 'and', 'his', 'family', 'ha', 'to', 'be', 'taken', 'care', 'of', 'i', 'wish', 'him', 'a', 'speedy', 'recovery', 'god', 'bless']","['i', 'read', 'about', 'alex', 's', 'most', 'unfortun', 'circumst', 'the', 'medic', 'bill', 'will', 'sure', 'mount', 'and', 'hi', 'famili', 'ha', 'to', 'be', 'taken', 'care', 'of', 'i', 'wish', 'him', 'a', 'speedi', 'recoveri', 'god', 'bless']",i read about alex s most unfortunate circumstance the medical bill will surely mount and his family ha to be taken care of i wish him a speedy recovery god bless,i read about alex s most unfortun circumst the medic bill will sure mount and hi famili ha to be taken care of i wish him a speedi recoveri god bless,3,-0.11175912376350168,0.5669632327389298,2,-0.501871710119481,2.33867938358985
775,God will bless Arlun and his daughter all the way.,SGD,10000,50.0,10.0,"['god', 'will', 'bless', 'arlun', 'and', 'his', 'daughter', 'all', 'the', 'way']","['god', 'will', 'bless', 'arlun', 'and', 'his', 'daughter', 'all', 'the', 'way']","['god', 'will', 'bless', 'arlun', 'and', 'hi', 'daughter', 'all', 'the', 'way']",god will bless arlun and his daughter all the way,god will bless arlun and hi daughter all the way,0,-0.07022396925046187,0.07086145003965097,2,-0.2392643708248822,0.6413661032578764
779,My prayers r with the fmly. Stay strong for Kelly. God bless you all.,MYR,20000,69.0,14.0,"['my', 'prayers', 'r', 'with', 'the', 'fmly', 'stay', 'strong', 'for', 'kelly', 'god', 'bless', 'you', 'all']","['my', 'prayer', 'r', 'with', 'the', 'fmly', 'stay', 'strong', 'for', 'kelly', 'god', 'bless', 'you', 'all']","['my', 'prayer', 'r', 'with', 'the', 'fmli', 'stay', 'strong', 'for', 'kelli', 'god', 'bless', 'you', 'all']",my prayer r with the fmly stay strong for kelly god bless you all,my prayer r with the fmli stay strong for kelli god bless you all,0,-0.027052243662088096,0.06760467745988692,2,0.1248476024988702,0.8936398294198852
822,God bless baby,SGD,2500,14.0,3.0,"['god', 'bless', 'baby']","['god', 'bless', 'baby']","['god', 'bless', 'babi']",god bless baby,god bless babi,0,-0.06381928948627272,0.08122228526109924,2,-0.2164042228190742,0.6898712530072094
839,He need to recover for his two kids and his wife. Speedy recovery Alex. God bless you and your family.,SGD,2000,102.0,20.0,"['he', 'need', 'to', 'recover', 'for', 'his', 'two', 'kids', 'and', 'his', 'wife', 'speedy', 'recovery', 'alex', 'god', 'bless', 'you', 'and', 'your', 'family']","['he', 'need', 'to', 'recover', 'for', 'his', 'two', 'kid', 'and', 'his', 'wife', 'speedy', 'recovery', 'alex', 'god', 'bless', 'you', 'and', 'your', 'family']","['he', 'need', 'to', 'recov', 'for', 'hi', 'two', 'kid', 'and', 'hi', 'wife', 'speedi', 'recoveri', 'alex', 'god', 'bless', 'you', 'and', 'your', 'famili']",he need to recover for his two kid and his wife speedy recovery alex god bless you and your family,he need to recov for hi two kid and hi wife speedi recoveri alex god bless you and your famili,3,-0.15149804041207676,0.5036391958018575,2,-0.5475566954017939,2.2113955038640625
854,I know what it feels to have to work until your bones ache to support yourself & the people you are responsible for. I wish Alex a speedy recovery! Good Bless you Alex.,SGD,3000,168.0,33.0,"['i', 'know', 'what', 'it', 'feels', 'to', 'have', 'to', 'work', 'until', 'your', 'bones', 'ache', 'to', 'support', 'yourself', 'the', 'people', 'you', 'are', 'responsible', 'for', 'i', 'wish', 'alex', 'a', 'speedy', 'recovery', 'good', 'bless', 'you', 'alex']","['i', 'know', 'what', 'it', 'feel', 'to', 'have', 'to', 'work', 'until', 'your', 'bone', 'ache', 'to', 'support', 'yourself', 'the', 'people', 'you', 'are', 'responsible', 'for', 'i', 'wish', 'alex', 'a', 'speedy', 'recovery', 'good', 'bless', 'you', 'alex']","['i', 'know', 'what', 'it', 'feel', 'to', 'have', 'to', 'work', 'until', 'your', 'bone', 'ach', 'to', 'support', 'yourself', 'the', 'peopl', 'you', 'are', 'respons', 'for', 'i', 'wish', 'alex', 'a', 'speedi', 'recoveri', 'good', 'bless', 'you', 'alex']",i know what it feel to have to work until your bone ache to support yourself the people you are responsible for i wish alex a speedy recovery good bless you alex,i know what it feel to have to work until your bone ach to support yourself the peopl you are respons for i wish alex a speedi recoveri good bless you alex,3,-0.12177176613593162,0.4170906326097481,2,-0.49095568790951793,1.4678892932203995
877,"May Sai bless all with abundance, peace and good health.",SGD,4500,56.0,10.0,"['may', 'sai', 'bless', 'all', 'with', 'abundance', 'peace', 'and', 'good', 'health']","['may', 'sai', 'bless', 'all', 'with', 'abundance', 'peace', 'and', 'good', 'health']","['may', 'sai', 'bless', 'all', 'with', 'abund', 'peac', 'and', 'good', 'health']",may sai bless all with abundance peace and good health,may sai bless all with abund peac and good health,0,-0.07916150478676748,-0.006407055541040907,2,-0.23567084155539653,0.20323585426256635
880,I know is tough journey for the little girl. Hope the little donation can help her to have speedy recovery. God bless her! 加油！,MYR,10000,126.0,24.0,"['i', 'know', 'is', 'tough', 'journey', 'for', 'the', 'little', 'girl', 'hope', 'the', 'little', 'donation', 'can', 'help', 'her', 'to', 'have', 'speedy', 'recovery', 'god', 'bless', 'her']","['i', 'know', 'is', 'tough', 'journey', 'for', 'the', 'little', 'girl', 'hope', 'the', 'little', 'donation', 'can', 'help', 'her', 'to', 'have', 'speedy', 'recovery', 'god', 'bless', 'her']","['i', 'know', 'is', 'tough', 'journey', 'for', 'the', 'littl', 'girl', 'hope', 'the', 'littl', 'donat', 'can', 'help', 'her', 'to', 'have', 'speedi', 'recoveri', 'god', 'bless', 'her']",i know is tough journey for the little girl hope the little donation can help her to have speedy recovery god bless her,i know is tough journey for the littl girl hope the littl donat can help her to have speedi recoveri god bless her,3,-0.11432873749275413,0.4879896563073856,2,-0.4437336917815189,2.129291278919936
894,May God be with you and your family. Stay strong and pray that you conquer the battle soon 🙏,SGD,5000,92.0,19.0,"['may', 'god', 'be', 'with', 'you', 'and', 'your', 'family', 'stay', 'strong', 'and', 'pray', 'that', 'you', 'conquer', 'the', 'battle', 'soon']","['may', 'god', 'be', 'with', 'you', 'and', 'your', 'family', 'stay', 'strong', 'and', 'pray', 'that', 'you', 'conquer', 'the', 'battle', 'soon']","['may', 'god', 'be', 'with', 'you', 'and', 'your', 'famili', 'stay', 'strong', 'and', 'pray', 'that', 'you', 'conquer', 'the', 'battl', 'soon']",may god be with you and your family stay strong and pray that you conquer the battle soon,may god be with you and your famili stay strong and pray that you conquer the battl soon,0,-0.039833494017386235,0.041534424018019475,2,0.08490359173020397,0.886723974980764
942,Stay Strong India! God Bless You All!,SGD,5000,37.0,7.0,"['stay', 'strong', 'india', 'god', 'bless', 'you', 'all']","['stay', 'strong', 'india', 'god', 'bless', 'you', 'all']","['stay', 'strong', 'india', 'god', 'bless', 'you', 'all']",stay strong india god bless you all,stay strong india god bless you all,0,-0.034681721089904534,0.049355820138182606,2,0.09916941422572699,0.8160507489667687
952,May God grant His strength and blessings to the kid and family during this difficult time.,SGD,10000,90.0,16.0,"['may', 'god', 'grant', 'his', 'strength', 'and', 'blessings', 'to', 'the', 'kid', 'and', 'family', 'during', 'this', 'difficult', 'time']","['may', 'god', 'grant', 'his', 'strength', 'and', 'blessing', 'to', 'the', 'kid', 'and', 'family', 'during', 'this', 'difficult', 'time']","['may', 'god', 'grant', 'hi', 'strength', 'and', 'bless', 'to', 'the', 'kid', 'and', 'famili', 'dure', 'thi', 'difficult', 'time']",may god grant his strength and blessing to the kid and family during this difficult time,may god grant hi strength and bless to the kid and famili dure thi difficult time,0,-0.07883732152030179,0.008693578408496392,2,-0.30436975549097467,0.7492235186830364
967,God bless,SGD,4400,9.0,2.0,"['god', 'bless']","['god', 'bless']","['god', 'bless']",god bless,god bless,0,-0.06620955010488776,0.10126762591013745,2,-0.2292608477614047,0.6449810431245052
